BioSample	Experiment	MBases	MBytes	Run	SRA_Sample	Sample_Name	Assay_Type	AssemblyName	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	age	cell_type	marker_genes	source_name	strain	tissue
SAMN08622372	SRX3750502	9	5	SRR6791312	SRS3006721	GSM3026446	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622371	SRX3750503	18	9	SRR6791313	SRS3006722	GSM3026447	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622370	SRX3750504	9	5	SRR6791314	SRS3006719	GSM3026448	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622369	SRX3750505	13	7	SRR6791315	SRS3006723	GSM3026449	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622368	SRX3750506	3	2	SRR6791316	SRS3006724	GSM3026450	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622367	SRX3750507	18	9	SRR6791317	SRS3006727	GSM3026451	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622366	SRX3750508	5	3	SRR6791318	SRS3006726	GSM3026452	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622365	SRX3750509	21	11	SRR6791319	SRS3006725	GSM3026453	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622364	SRX3750510	8	4	SRR6791320	SRS3006728	GSM3026454	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622363	SRX3750511	4	2	SRR6791321	SRS3006729	GSM3026455	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622421	SRX3750512	16	9	SRR6791322	SRS3006730	GSM3026456	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622420	SRX3750513	18	9	SRR6791323	SRS3006731	GSM3026457	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622419	SRX3750514	14	7	SRR6791324	SRS3006732	GSM3026458	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622356	SRX3750515	9	5	SRR6791325	SRS3006733	GSM3026459	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622355	SRX3750516	14	7	SRR6791326	SRS3006734	GSM3026460	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622354	SRX3750517	10	5	SRR6791327	SRS3006735	GSM3026461	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622353	SRX3750518	13	7	SRR6791328	SRS3006736	GSM3026462	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622352	SRX3750519	13	7	SRR6791329	SRS3006737	GSM3026463	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622351	SRX3750520	13	7	SRR6791330	SRS3006738	GSM3026464	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622350	SRX3750521	20	10	SRR6791331	SRS3006741	GSM3026465	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622349	SRX3750522	19	9	SRR6791332	SRS3006742	GSM3026466	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622348	SRX3750523	15	8	SRR6791333	SRS3006889	GSM3026467	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622347	SRX3750524	4	2	SRR6791334	SRS3006743	GSM3026468	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622346	SRX3750525	12	6	SRR6791335	SRS3006744	GSM3026469	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622345	SRX3750526	6	3	SRR6791336	SRS3006746	GSM3026470	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622344	SRX3750527	12	6	SRR6791337	SRS3006745	GSM3026471	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622343	SRX3750528	2	1	SRR6791338	SRS3006747	GSM3026472	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622342	SRX3750529	2	1	SRR6791339	SRS3006748	GSM3026473	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622341	SRX3750530	8	5	SRR6791340	SRS3006749	GSM3026474	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622340	SRX3750531	7	4	SRR6791341	SRS3006751	GSM3026475	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622339	SRX3750532	6	3	SRR6791342	SRS3006750	GSM3026476	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622338	SRX3750533	22	11	SRR6791343	SRS3006752	GSM3026477	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622337	SRX3750534	19	10	SRR6791344	SRS3006755	GSM3026478	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622336	SRX3750535	15	7	SRR6791345	SRS3006757	GSM3026479	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622335	SRX3750536	18	10	SRR6791346	SRS3006754	GSM3026480	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622334	SRX3750537	20	10	SRR6791347	SRS3006756	GSM3026481	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622333	SRX3750538	13	7	SRR6791348	SRS3006759	GSM3026482	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622332	SRX3750539	5	2	SRR6791349	SRS3006761	GSM3026483	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622331	SRX3750540	24	12	SRR6791350	SRS3006762	GSM3026484	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622330	SRX3750541	17	9	SRR6791351	SRS3006763	GSM3026485	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622329	SRX3750542	74	37	SRR6791352	SRS3006764	GSM3026486	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622328	SRX3750543	12	6	SRR6791353	SRS3006765	GSM3026487	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622327	SRX3750544	10	5	SRR6791354	SRS3006767	GSM3026488	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622314	SRX3750545	16	9	SRR6791355	SRS3006766	GSM3026489	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622313	SRX3750546	6	3	SRR6791356	SRS3006768	GSM3026490	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622312	SRX3750547	4	2	SRR6791357	SRS3006769	GSM3026491	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622311	SRX3750548	1	0	SRR6791358	SRS3006770	GSM3026492	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622310	SRX3750549	5	3	SRR6791359	SRS3006771	GSM3026493	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622309	SRX3750550	5	3	SRR6791360	SRS3006773	GSM3026494	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622308	SRX3750551	13	7	SRR6791361	SRS3006775	GSM3026495	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622307	SRX3750552	8	4	SRR6791362	SRS3006893	GSM3026496	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622306	SRX3750553	9	5	SRR6791363	SRS3006774	GSM3026497	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622305	SRX3750554	2	1	SRR6791364	SRS3006772	GSM3026498	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
